t_s,servo_position_deg,servo_setpoint_deg,servo_error_deg,pend_position_deg,pend_setpoint_deg,pend_error_deg,pwm,current_ma,voltage_v,power_mw
1436.1234,36.2110,0.0000,-36.2110,2.1090,0.0000,-2.1090,-1.0000,27.4000,14.9920,410.0000
1436.3156,37.2660,0.0000,-37.2660,3.5160,0.0000,-3.5160,1.0000,27.1000,14.9960,406.0000
1436.4858,35.5080,0.0000,-35.5080,8.0860,0.0000,-8.0860,-50.0000,70.0000,14.8520,1038.0000
1436.6657,37.0900,0.0000,-37.0900,4.3950,0.0000,-4.3950,-1.0000,27.5000,14.9920,412.0000
1436.8425,37.7930,0.0000,-37.7930,3.5160,0.0000,-3.5160,1.0000,27.2000,14.9920,406.0000
1437.0573,36.0350,0.0000,-36.0350,8.4380,0.0000,-8.4380,-50.0000,70.1000,14.8560,1042.0000
1437.2354,38.3200,0.0000,-38.3200,6.3280,0.0000,-6.3280,-1.0000,27.3000,14.9960,410.0000
1437.4072,37.4410,0.0000,-37.4410,2.2850,0.0000,-2.2850,1.0000,27.1000,14.9960,406.0000
1437.6081,35.8590,0.0000,-35.8590,8.6130,0.0000,-8.6130,-50.0000,69.8000,14.8520,1036.0000
1437.7664,37.2660,0.0000,-37.2660,9.3160,0.0000,-9.3160,-1.0000,27.7000,14.9880,416.0000
1437.9572,35.6840,0.0000,-35.6840,1.0550,0.0000,-1.0550,1.0000,27.9000,14.9920,420.0000
1438.1388,36.5630,0.0000,-36.5630,8.2620,0.0000,-8.2620,-50.0000,69.1000,14.8560,1026.0000
1438.3320,39.3750,0.0000,-39.3750,8.2620,0.0000,-8.2620,-50.0000,69.4000,14.8520,1032.0000
1438.5163,37.4410,0.0000,-37.4410,-2.6370,0.0000,2.6370,-1.0000,27.1000,14.9960,406.0000
1438.6872,37.9690,0.0000,-37.9690,7.3830,0.0000,-7.3830,1.0000,27.5000,14.9920,412.0000
1438.8800,33.3980,0.0000,-33.3980,9.6680,0.0000,-9.6680,-50.0000,69.9000,14.8520,1038.0000
1439.0528,34.4530,0.0000,-34.4530,3.1640,0.0000,-3.1640,-1.0000,27.4000,14.9960,410.0000
1439.2348,37.0900,0.0000,-37.0900,4.7460,0.0000,-4.7460,1.0000,27.0000,14.9920,406.0000
1439.4126,36.0350,0.0000,-36.0350,8.7890,0.0000,-8.7890,-50.0000,69.8000,14.8560,1036.0000
1439.5976,40.2540,0.0000,-40.2540,6.5040,0.0000,-6.5040,-1.0000,27.5000,14.9960,412.0000
1439.7848,39.0230,0.0000,-39.0230,2.1090,0.0000,-2.1090,1.0000,27.0000,14.9960,406.0000
1439.9825,35.1560,0.0000,-35.1560,8.9650,0.0000,-8.9650,-50.0000,69.0000,14.8560,1026.0000
1440.1690,35.8590,0.0000,-35.8590,8.9650,0.0000,-8.9650,-50.0000,69.8000,14.8520,1036.0000
1440.3612,34.8050,0.0000,-34.8050,0.1760,0.0000,-0.1760,-50.0000,69.6000,14.8600,1036.0000
1440.5459,37.2660,0.0000,-37.2660,7.7340,0.0000,-7.7340,1.0000,29.4000,14.9760,440.0000
1440.7217,38.4960,0.0000,-38.4960,8.7890,0.0000,-8.7890,-50.0000,69.6000,14.8520,1036.0000
1440.9126,37.7930,0.0000,-37.7930,-0.3520,0.0000,0.3520,-1.0000,27.1000,14.9920,406.0000
1441.0905,39.1990,0.0000,-39.1990,7.7340,0.0000,-7.7340,1.0000,27.2000,14.9960,410.0000
1441.2859,35.5080,0.0000,-35.5080,10.5470,0.0000,-10.5470,-50.0000,69.9000,14.8520,1038.0000
1441.4459,38.8480,0.0000,-38.8480,7.9100,0.0000,-7.9100,-1.0000,28.9000,14.9840,432.0000
1441.6385,38.8480,0.0000,-38.8480,3.3400,0.0000,-3.3400,1.0000,27.4000,14.9880,410.0000
1441.8401,36.7380,0.0000,-36.7380,9.4920,0.0000,-9.4920,1.0000,27.5000,14.9960,412.0000
1442.0241,39.7270,0.0000,-39.7270,10.0200,0.0000,-10.0200,-50.0000,69.9000,14.8560,1038.0000
1442.2133,40.0780,0.0000,-40.0780,-1.0550,0.0000,1.0550,-1.0000,27.4000,14.9960,410.0000
1442.4084,41.3090,0.0000,-41.3090,8.7890,0.0000,-8.7890,1.0000,27.2000,14.9960,406.0000
1442.6027,35.8590,0.0000,-35.8590,11.0740,0.0000,-11.0740,-50.0000,69.7000,14.8560,1036.0000
1442.7944,36.9140,0.0000,-36.9140,4.3950,0.0000,-4.3950,-1.0000,27.2000,14.9920,406.0000
1443.0158,39.3750,0.0000,-39.3750,8.0860,0.0000,-8.0860,1.0000,26.8000,14.9960,404.0000
1443.1771,37.4410,0.0000,-37.4410,11.4260,0.0000,-11.4260,1.0000,28.0000,14.9880,420.0000
1443.3685,35.1560,0.0000,-35.1560,4.5700,0.0000,-4.5700,-1.0000,27.3000,14.9960,410.0000
1443.5580,37.6170,0.0000,-37.6170,9.4920,0.0000,-9.4920,-50.0000,69.5000,14.8560,1032.0000
1443.7658,41.6600,0.0000,-41.6600,10.8980,0.0000,-10.8980,-50.0000,69.7000,14.8600,1036.0000
1443.9445,42.3630,0.0000,-42.3630,1.0550,0.0000,-1.0550,-1.0000,27.0000,14.9920,406.0000
1444.1762,43.4180,0.0000,-43.4180,10.0200,0.0000,-10.0200,1.0000,27.2000,14.9920,406.0000
1444.3400,37.7930,0.0000,-37.7930,12.8320,0.0000,-12.8320,-50.0000,70.4000,14.8560,1046.0000
1444.5393,37.2660,0.0000,-37.2660,4.7460,0.0000,-4.7460,-1.0000,25.1000,14.9720,376.0000
1444.7253,40.0780,0.0000,-40.0780,9.8440,0.0000,-9.8440,1.0000,27.3000,14.9920,410.0000
1444.9076,39.1990,0.0000,-39.1990,12.3050,0.0000,-12.3050,-50.0000,68.9000,14.8560,1022.0000
1445.0949,43.0660,0.0000,-43.0660,7.7340,0.0000,-7.7340,-1.0000,27.2000,14.9920,406.0000
1445.2951,43.0660,0.0000,-43.0660,8.2620,0.0000,-8.2620,1.0000,26.7000,14.9960,400.0000
1445.4778,39.0230,0.0000,-39.0230,12.6560,0.0000,-12.6560,-50.0000,68.9000,14.8560,1028.0000
1445.6732,39.3750,0.0000,-39.3750,8.9650,0.0000,-8.9650,-1.0000,26.8000,14.9960,404.0000
1445.8506,40.4300,0.0000,-40.4300,8.4380,0.0000,-8.4380,1.0000,27.4000,14.9920,410.0000
1446.0380,40.0780,0.0000,-40.0780,12.1290,0.0000,-12.1290,-50.0000,69.3000,14.8560,1028.0000
1446.2469,41.8360,0.0000,-41.8360,5.8010,0.0000,-5.8010,-1.0000,27.1000,14.9920,406.0000
1446.4405,42.7150,0.0000,-42.7150,8.7890,0.0000,-8.7890,1.0000,27.5000,14.9920,412.0000
1446.6242,39.3750,0.0000,-39.3750,12.8320,0.0000,-12.8320,1.0000,28.4000,14.9880,426.0000
1446.8331,42.1870,0.0000,-42.1870,11.2500,0.0000,-11.2500,-1.0000,27.3000,14.9920,410.0000
1446.9795,41.1330,0.0000,-41.1330,5.0980,0.0000,-5.0980,1.0000,27.1000,14.9920,406.0000
1447.1672,40.6050,0.0000,-40.6050,12.4800,0.0000,-12.4800,-50.0000,70.4000,14.8560,1046.0000
1447.3688,42.3630,0.0000,-42.3630,11.6020,0.0000,-11.6020,-1.0000,27.2000,14.9920,406.0000
1447.5609,40.9570,0.0000,-40.9570,6.5040,0.0000,-6.5040,1.0000,23.9000,14.9760,358.0000
1447.7672,39.5510,0.0000,-39.5510,12.3050,0.0000,-12.3050,1.0000,27.4000,14.9880,410.0000
1447.9173,40.9570,0.0000,-40.9570,13.3590,0.0000,-13.3590,-50.0000,69.3000,14.8560,1028.0000
1448.0969,42.3630,0.0000,-42.3630,4.5700,0.0000,-4.5700,-1.0000,27.2000,14.9920,406.0000
1448.2781,43.9450,0.0000,-43.9450,11.0740,0.0000,-11.0740,1.0000,26.3000,14.9960,394.0000
1448.4756,39.7270,0.0000,-39.7270,14.2380,0.0000,-14.2380,1.0000,27.3000,14.9880,410.0000
1448.6598,37.2660,0.0000,-37.2660,7.7340,0.0000,-7.7340,-1.0000,27.5000,14.9920,412.0000
1448.8308,39.3750,0.0000,-39.3750,11.2500,0.0000,-11.2500,1.0000,27.2000,14.9920,406.0000
1449.0219,40.6050,0.0000,-40.6050,13.1840,0.0000,-13.1840,-50.0000,67.7000,14.8720,1006.0000
1449.1759,47.9880,0.0000,-47.9880,12.3050,0.0000,-12.3050,-1.0000,27.3000,14.9920,410.0000
1449.3513,45.3520,0.0000,-45.3520,2.6370,0.0000,-2.6370,-50.0000,69.8000,14.8520,1036.0000
1449.5236,45.7030,0.0000,-45.7030,12.6560,0.0000,-12.6560,-50.0000,70.8000,14.8520,1052.0000
1449.7061,43.9450,0.0000,-43.9450,14.2380,0.0000,-14.2380,-50.0000,70.1000,14.8560,1042.0000
1449.8967,46.4060,0.0000,-46.4060,7.0310,0.0000,-7.0310,-1.0000,27.0000,14.9960,406.0000
1450.0671,47.1090,0.0000,-47.1090,9.3160,0.0000,-9.3160,1.0000,27.1000,14.9920,406.0000
1450.2429,43.0660,0.0000,-43.0660,14.0630,0.0000,-14.0630,1.0000,27.7000,14.9920,416.0000
1450.4311,44.4730,0.0000,-44.4730,13.1840,0.0000,-13.1840,-1.0000,27.6000,14.9920,412.0000
1450.6035,42.3630,0.0000,-42.3630,6.1520,0.0000,-6.1520,1.0000,27.0000,14.9960,406.0000
1450.8372,41.8360,0.0000,-41.8360,13.8870,0.0000,-13.8870,-50.0000,69.0000,14.8560,1026.0000
1450.9822,42.3630,0.0000,-42.3630,13.3590,0.0000,-13.3590,-1.0000,27.2000,14.9880,406.0000
1451.2355,41.6600,0.0000,-41.6600,10.1950,0.0000,-10.1950,1.0000,27.6000,14.9920,412.0000
1451.3830,41.4840,0.0000,-41.4840,14.2380,0.0000,-14.2380,1.0000,27.3000,14.9920,410.0000
1451.5824,46.2300,0.0000,-46.2300,13.5350,0.0000,-13.5350,-1.0000,27.3000,14.9960,410.0000
1451.7748,44.6480,0.0000,-44.6480,5.6250,0.0000,-5.6250,1.0000,27.2000,14.9920,406.0000
1451.9544,43.5940,0.0000,-43.5940,13.7110,0.0000,-13.7110,1.0000,27.3000,14.9880,410.0000
1452.1273,42.8910,0.0000,-42.8910,15.1170,0.0000,-15.1170,-50.0000,69.9000,14.8560,1038.0000
1452.3030,42.8910,0.0000,-42.8910,5.9770,0.0000,-5.9770,-1.0000,27.6000,14.9880,412.0000
1452.5173,45.5270,0.0000,-45.5270,13.3590,0.0000,-13.3590,-50.0000,70.1000,14.8520,1042.0000
1452.7173,45.3520,0.0000,-45.3520,15.4690,0.0000,-15.4690,-50.0000,69.9000,14.8520,1028.0000
1452.9149,46.0550,0.0000,-46.0550,5.9770,0.0000,-5.9770,-1.0000,27.2000,14.9920,406.0000
1453.1269,47.6370,0.0000,-47.6370,14.7660,0.0000,-14.7660,1.0000,27.4000,14.9920,410.0000
1453.2831,43.9450,0.0000,-43.9450,16.6990,0.0000,-16.6990,-50.0000,70.3000,14.8560,1046.0000
1453.4727,44.2970,0.0000,-44.2970,13.7110,0.0000,-13.7110,-1.0000,27.1000,14.9920,406.0000
1453.6777,45.3520,0.0000,-45.3520,14.9410,0.0000,-14.9410,1.0000,26.9000,14.9960,404.0000
1453.9086,45.5270,0.0000,-45.5270,17.9300,0.0000,-17.9300,-50.0000,69.7000,14.8520,1036.0000
1454.2031,46.7580,0.0000,-46.7580,5.9770,0.0000,-5.9770,1.0000,27.6000,14.9880,412.0000
1454.5002,43.9450,0.0000,-43.9450,17.5780,0.0000,-17.5780,-50.0000,70.1000,14.8560,1042.0000
1454.7336,41.6600,0.0000,-41.6600,7.7340,0.0000,-7.7340,-1.0000,27.1000,14.9960,406.0000
1454.9347,43.5940,0.0000,-43.5940,16.1720,0.0000,-16.1720,-50.0000,69.7000,14.8520,1036.0000
1455.1437,46.7580,0.0000,-46.7580,16.6990,0.0000,-16.6990,-50.0000,70.8000,14.8520,1052.0000
1455.3679,45.8790,0.0000,-45.8790,5.9770,0.0000,-5.9770,1.0000,27.7000,14.9920,416.0000
1455.5852,43.9450,0.0000,-43.9450,15.8200,0.0000,-15.8200,-50.0000,70.3000,14.8480,1046.0000
1455.8227,42.1870,0.0000,-42.1870,9.8440,0.0000,-9.8440,-1.0000,26.9000,14.9920,404.0000
1456.0448,44.2970,0.0000,-44.2970,15.1170,0.0000,-15.1170,1.0000,27.5000,14.9920,412.0000
1456.2620,45.5270,0.0000,-45.5270,17.0510,0.0000,-17.0510,-50.0000,71.5000,14.8520,1062.0000
1456.4629,46.7580,0.0000,-46.7580,5.6250,0.0000,-5.6250,-1.0000,27.1000,14.9920,406.0000
1456.6872,47.9880,0.0000,-47.9880,16.8750,0.0000,-16.8750,1.0000,26.7000,14.9920,400.0000
1456.8828,44.4730,0.0000,-44.4730,18.8090,0.0000,-18.8090,-50.0000,70.2000,14.8520,1042.0000
1457.1005,43.9450,0.0000,-43.9450,8.7890,0.0000,-8.7890,-1.0000,27.4000,14.9920,410.0000
1457.3268,46.4060,0.0000,-46.4060,17.0510,0.0000,-17.0510,1.0000,27.8000,14.9920,416.0000
1457.5393,48.6910,0.0000,-48.6910,18.2810,0.0000,-18.2810,-50.0000,70.0000,14.8520,1038.0000
1457.6888,47.6370,0.0000,-47.6370,8.7890,0.0000,-8.7890,-1.0000,27.1000,14.9960,406.0000
1457.8720,50.2730,0.0000,-50.2730,16.1720,0.0000,-16.1720,1.0000,27.1000,14.9920,406.0000
1458.0582,46.7580,0.0000,-46.7580,18.9840,0.0000,-18.9840,-50.0000,66.1000,14.8480,980.0000
1458.2348,49.5700,0.0000,-49.5700,15.1170,0.0000,-15.1170,-1.0000,27.1000,14.9920,406.0000
1458.4404,50.2730,0.0000,-50.2730,14.4140,0.0000,-14.4140,1.0000,27.2000,14.9960,406.0000
1458.5856,48.3400,0.0000,-48.3400,18.8090,0.0000,-18.8090,-50.0000,72.7000,14.8480,1078.0000
1458.7544,49.3950,0.0000,-49.3950,17.4020,0.0000,-17.4020,-1.0000,27.6000,14.9920,412.0000
1458.9286,46.5820,0.0000,-46.5820,11.2500,0.0000,-11.2500,1.0000,27.0000,14.9920,406.0000
1459.1468,47.1090,0.0000,-47.1090,18.2810,0.0000,-18.2810,-50.0000,70.5000,14.8480,1048.0000
1459.3059,47.4610,0.0000,-47.4610,15.9960,0.0000,-15.9960,-1.0000,27.3000,14.9920,410.0000
1459.4662,46.9340,0.0000,-46.9340,13.1840,0.0000,-13.1840,1.0000,27.3000,14.9960,410.0000
1459.6714,46.9340,0.0000,-46.9340,18.4570,0.0000,-18.4570,-50.0000,70.4000,14.8480,1046.0000
1459.8458,51.3280,0.0000,-51.3280,17.9300,0.0000,-17.9300,-1.0000,27.3000,14.9920,410.0000
1460.0455,49.0430,0.0000,-49.0430,10.3710,0.0000,-10.3710,1.0000,27.1000,14.9920,406.0000
1460.2693,45.5270,0.0000,-45.5270,18.9840,0.0000,-18.9840,-50.0000,67.9000,14.8640,1010.0000
1460.4799,45.5270,0.0000,-45.5270,13.7110,0.0000,-13.7110,-1.0000,26.8000,14.9920,404.0000
1460.7208,48.5160,0.0000,-48.5160,17.2270,0.0000,-17.2270,1.0000,28.3000,14.9880,422.0000
1460.9710,51.5040,0.0000,-51.5040,19.1600,0.0000,-19.1600,-50.0000,69.5000,14.8560,1032.0000
1461.2292,51.5040,0.0000,-51.5040,10.5470,0.0000,-10.5470,1.0000,27.5000,14.9880,412.0000
1461.4858,47.1090,0.0000,-47.1090,17.9300,0.0000,-17.9300,-50.0000,70.1000,14.8520,1042.0000
1461.7783,46.5820,0.0000,-46.5820,7.5590,0.0000,-7.5590,-50.0000,69.9000,14.8560,1038.0000
1462.0418,48.8670,0.0000,-48.8670,16.5230,0.0000,-16.5230,1.0000,27.6000,14.9880,412.0000
1462.3323,44.4730,0.0000,-44.4730,12.3050,0.0000,-12.3050,1.0000,27.2000,14.9920,406.0000
1462.6286,46.0550,0.0000,-46.0550,15.8200,0.0000,-15.8200,-1.0000,26.9000,14.9920,404.0000
1462.9545,47.8120,0.0000,-47.8120,14.2380,0.0000,-14.2380,-50.0000,69.7000,14.8600,1036.0000
1463.2320,50.4490,0.0000,-50.4490,16.5230,0.0000,-16.5230,-50.0000,69.1000,14.8560,1026.0000
1463.4748,49.0430,0.0000,-49.0430,7.2070,0.0000,-7.2070,1.0000,27.2000,14.9920,406.0000
1463.7623,43.2420,0.0000,-43.2420,16.8750,0.0000,-16.8750,-50.0000,69.5000,14.8520,1032.0000
1464.0603,42.8910,0.0000,-42.8910,8.9650,0.0000,-8.9650,1.0000,27.2000,14.9960,406.0000
1464.3252,43.9450,0.0000,-43.9450,14.9410,0.0000,-14.9410,-50.0000,69.7000,14.8520,1036.0000
1464.5816,45.1760,0.0000,-45.1760,4.3950,0.0000,-4.3950,-1.0000,27.2000,14.9920,406.0000
1464.8119,44.4730,0.0000,-44.4730,15.8200,0.0000,-15.8200,1.0000,27.5000,14.9920,412.0000
1465.1796,43.5940,0.0000,-43.5940,6.8550,0.0000,-6.8550,-1.0000,27.0000,14.9920,406.0000
1465.4653,45.7030,0.0000,-45.7030,16.5230,0.0000,-16.5230,-50.0000,70.1000,14.8520,1042.0000
1465.7820,46.7580,0.0000,-46.7580,4.9220,0.0000,-4.9220,-1.0000,27.4000,14.9920,410.0000
1466.1096,44.1210,0.0000,-44.1210,17.9300,0.0000,-17.9300,1.0000,28.5000,14.9880,426.0000
1466.3303,42.1870,0.0000,-42.1870,9.3160,0.0000,-9.3160,-1.0000,27.3000,14.9920,410.0000
1466.6117,46.0550,0.0000,-46.0550,16.3480,0.0000,-16.3480,1.0000,27.8000,14.9920,416.0000
1466.9129,44.4730,0.0000,-44.4730,11.2500,0.0000,-11.2500,1.0000,27.5000,14.9920,412.0000
1467.2144,44.6480,0.0000,-44.6480,16.5230,0.0000,-16.5230,-50.0000,69.9000,14.8560,1038.0000
1467.4671,45.7030,0.0000,-45.7030,4.3950,0.0000,-4.3950,1.0000,27.5000,14.9920,412.0000
1467.7626,44.4730,0.0000,-44.4730,15.9960,0.0000,-15.9960,-50.0000,70.2000,14.8480,1042.0000
1468.0579,45.3520,0.0000,-45.3520,3.8670,0.0000,-3.8670,-1.0000,26.9000,14.9920,404.0000
1468.3645,45.0000,0.0000,-45.0000,16.3480,0.0000,-16.3480,-50.0000,69.5000,14.8560,1032.0000
1468.6007,43.0660,0.0000,-43.0660,5.4490,0.0000,-5.4490,-1.0000,27.1000,14.9920,406.0000
1468.8878,43.7700,0.0000,-43.7700,15.9960,0.0000,-15.9960,1.0000,27.5000,14.9920,404.0000
1469.1871,49.2190,0.0000,-49.2190,6.6800,0.0000,-6.6800,-1.0000,27.0000,14.9880,406.0000
1469.4900,47.9880,0.0000,-47.9880,15.9960,0.0000,-15.9960,-50.0000,70.6000,14.8480,1048.0000
1469.7802,48.5160,0.0000,-48.5160,11.9530,0.0000,-11.9530,-1.0000,26.6000,14.9960,400.0000
1470.0772,48.6910,0.0000,-48.6910,17.5780,0.0000,-17.5780,-50.0000,72.5000,14.8480,1078.0000
1470.3666,48.1640,0.0000,-48.1640,10.5470,0.0000,-10.5470,-1.0000,27.5000,14.9920,412.0000
1470.6804,48.6910,0.0000,-48.6910,18.6330,0.0000,-18.6330,-50.0000,72.2000,14.8480,1072.0000
1470.9510,49.7460,0.0000,-49.7460,11.7770,0.0000,-11.7770,-1.0000,27.3000,14.9920,410.0000
1471.1756,51.3280,0.0000,-51.3280,18.2810,0.0000,-18.2810,-50.0000,70.0000,14.8560,1038.0000
1471.4667,53.4370,0.0000,-53.4370,19.8630,0.0000,-19.8630,-1.0000,28.6000,14.9840,430.0000
1471.7019,51.6800,0.0000,-51.6800,13.0080,0.0000,-13.0080,1.0000,26.7000,14.9960,400.0000
1471.9824,49.0430,0.0000,-49.0430,20.7420,0.0000,-20.7420,-50.0000,72.0000,14.8480,1068.0000
1472.3636,50.6250,0.0000,-50.6250,18.4570,0.0000,-18.4570,1.0000,27.1000,14.9920,406.0000
1472.7501,47.2850,0.0000,-47.2850,9.8440,0.0000,-9.8440,-1.0000,27.1000,14.9960,406.0000
1472.8711,48.3400,0.0000,-48.3400,14.2380,0.0000,-14.2380,0.0000,27.5000,14.9880,412.0000
1473.0823,40.9570,0.0000,-40.9570,16.1720,0.0000,-16.1720,0.0000,26.8000,14.9920,404.0000
1473.3851,34.9800,0.0000,-34.9800,20.7420,0.0000,-20.7420,0.0000,27.0000,14.9960,406.0000
1473.6651,33.0470,0.0000,-33.0470,15.8200,0.0000,-15.8200,0.0000,27.5000,14.9920,412.0000
1473.9300,33.7500,0.0000,-33.7500,15.9960,0.0000,-15.9960,0.0000,27.7000,14.9880,416.0000
1474.2089,33.7500,0.0000,-33.7500,16.5230,0.0000,-16.5230,0.0000,27.2000,14.9920,406.0000
1474.4728,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9920,406.0000
1474.7708,33.7500,0.0000,-33.7500,16.3480,0.0000,-16.3480,0.0000,27.1000,14.9920,406.0000
1475.0207,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,26.9000,14.9920,404.0000
1475.2918,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9920,406.0000
1475.6131,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,27.0000,14.9920,406.0000
1475.8748,33.7500,0.0000,-33.7500,16.1720,0.0000,-16.1720,0.0000,25.3000,14.9720,380.0000
1476.1493,33.5740,0.0000,-33.5740,16.3480,0.0000,-16.3480,0.0000,27.7000,14.9880,406.0000
1476.4136,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.4000,14.9960,410.0000
1476.6687,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.7000,14.9920,416.0000
1476.9742,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,26.9000,14.9920,404.0000
1477.0465,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.5000,14.9920,412.0000
1477.2720,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,26.3000,14.9960,394.0000
1477.4877,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.1000,14.9920,406.0000
1477.7399,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.1000,14.9920,406.0000
1477.9811,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.3000,14.9920,410.0000
1478.2315,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.6000,14.9920,412.0000
1478.5111,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9960,406.0000
1478.7829,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.1000,14.9960,406.0000
1479.0793,33.5740,0.0000,-33.5740,16.1720,0.0000,-16.1720,0.0000,27.2000,14.9960,406.0000
